Charity Name,Charity Number,Postcode,Latitude,Longitude,Main Operating Location
Ratho Church of Scotland,SC001169,EH53 0SB,55.88491363,-3.4871177,Midlothian
Stracathro Parish Hall,SC001170,AB30 1QR,56.77546909,-2.58961378,Angus
Dalkeith Miners' Charitable Society,SC001182,EH22 2AT,55.892265,-3.0575914,Midlothian
Royal British Legion Scotland Inverness Branch,SC001188,IV3 5DF,57.47720897,-4.2298923,Highland
Fowlis Wester Village Hall Committee,SC001195,PH7 3NL,56.39696284,-3.73956264,Perth & Kinross
Harthill Community Church,SC001201,ML7 5NS,55.85883198,-3.76611301,North Lanarkshire
East Ayrshire Women's Aid,SC001205,KA1 1JB,55.61060649,-4.49771768,East Ayrshire
Ayton and District Churches (Church of Scotland),SC001208,TD14 5LN,55.84821274,-2.22373001,Scottish Borders
Buckie North Church Of Scotland,SC001235,AB56 1FE,57.66922327,-2.97357457,Moray
Queen Margaret Union,SC001239,G12 8QN,55.87376005,-4.29143815,Glasgow City
Perth Ladies Clothing Society,SC001253,PH1 1ED,56.39554467,-3.47991346,Perth & Kinross
Montrose Destitute Sick Society,SC001257,DD10 9BH,56.72360162,-2.4702034,Angus
Lomond Parish Church of Scotland,SC001268,G83 8HU,56.00609858,-4.57341663,West Dunbartonshire
Age Concern Alva,SC001278,FK12 5AY,56.1512667,-3.80380252,City of Edinburgh
Castlemilk Citizens Advice Centre,SC001279,G45 9AD,55.80724682,-4.23460804,Glasgow City
Balmullo Playgroup,SC001280,KY16 0JF,56.37900022,-2.88862585,Fife
Nairn Bonus Club,SC001283,IV12 4AG,57.58392547,-3.86965082,Highland
Strath and Sleat Church of Scotland,SC001285,IV41 8PN,57.27171951,-5.72726132,Highland
11th Midlothian Penicuik Scout Group,SC001286,EH26 8DQ,55.83043587,-3.217891,Midlothian
Pulteneytown & Thrumster Church of Scotland,SC001291,KW1 5SR,58.44158413,-3.11246982,Highland
Colliston Church Of Scotland,SC001293,DD11 3RH,56.58030036,-2.63403951,Angus
Logie Kirk Stirling (Church of Scotland),SC001298,FK15 9JL,56.19272937,-3.9804573,Stirling
Aberlour Senior Citizens Association,SC001305,AB38 9LT,57.4616688,-3.24089113,Moray
Aberfoyle Parish Church Of Scotland,SC001308,FK8 3UN,56.17787866,-4.37773761,Stirling
Angus Guides Association,SC001309,DD8 1AX,56.63547038,-2.92038968,Angus
Montrose Natural History & Antiquarian Society,SC001313,DD10 0TT,56.84188648,-2.28778781,Angus
Scottish Community Drama Assoc Highland Division,SC001314,KW14 7HS,58.59189305,-3.52878088,Highland
Burravoe Public Hall,SC001315,ZE2 9AY,60.49884711,-1.05453481,Shetland Islands
Inch Community Education Centre Association,SC001317,EH16 5UF,55.92490456,-3.15891855,City of Edinburgh
League of Hospital Friends - Inverclyde,SC001318,PA13 4LR,55.88847124,-4.63119513,Inverclyde
102nd Ayrshire (Beith) Scout Group,SC001323,KA15 2HE,55.75280915,-4.62655923,North Ayrshire
St Kentigerns Parish Church Of Scotland: Kilmarnock,SC001324,KA3 7PR,55.61770619,-4.47561622,East Ayrshire
Duncan Campbell's Junior Trust,SC001326,G2 5EZ,55.86085584,-4.2573103,Glasgow City
Perth: Craigie and Moncreiffe Church of Scotland,SC001330,PH2 7EU,56.40249881,-3.41687345,Perth & Kinross
Glenferness Village Hall,SC001334,IV12 5XB,57.49021676,-3.7048708,Highland
Aberlour Parish Church of Scotland,SC001336,AB38 9PE,57.47127561,-3.21842357,Moray
Age Concern West Kilbride,SC001342,KA23 9NF,55.68082113,-4.85888851,City of Edinburgh
Auchinairn Parent / Toddler Group,SC001348,G64 1NN,55.89956491,-4.21025769,East Dunbartonshire
Fife Society For The Blind,SC001354,KY2 5EF,56.1228729,-3.16332134,Fife
Old Haa Trust,SC001356,ZE2 9BA,60.50068053,-1.08309935,Shetland Islands
Smithton Culloden Youth Club,SC001366,IV2 7LL,57.48742547,-4.14230278,Highland
Penicuik Congregation Of Jehovahs Witnesses,SC001374,EH25 9LN,55.85908069,-3.16325246,Midlothian
Newmains Coltness Memorial Parish Church of Scotland,SC001381,ML2 9AL,55.78759921,-3.86859774,North Lanarkshire
Tain Guildry Trust,SC001382,IV19 1DW,57.80650959,-4.05099828,Highland
Brightons Parish Church of Scotland,SC001385,FK2 0HB,55.98246328,-3.72189575,Falkirk
Lochbroom Free Presbyterian Church Of Scotland,SC001388,IV26 2TP,57.96927185,-5.12208573,Highland
Friends of Rymonth,SC001393,KY16 9NS,56.34033568,-2.79254383,Fife
Blebo Craigs Village Hall Comm,SC001396,KY15 5UG,56.32562923,-2.92937977,Fife
Dundee Civic Trust SCIO,SC001399,DD2 1NG,56.4563108,-3.00531062,Dundee City
Huntly Cairnie Glass Church of Scotland,SC001405,AB54 8DG,57.44715933,-2.79076331,Aberdeenshire
Kintore Parish Church Of Scotland,SC001406,AB51 0XA,57.22177071,-2.35065489,Aberdeenshire
Larbert Musical Theatre,SC001411,FK3 9BN,56.01887815,-3.71395418,Falkirk
Lodge St Andrew No 176 Denny & Loanhead Benevolent Fund,SC001413,FK6 5HF,56.01679583,-3.91932996,Falkirk
Stirling: Park Church of Scotland,SC001414,FK8 2NA,56.11426088,-3.94074782,Stirling
St Oswalds Episcopal Church: Glasgow,SC001417,G73 4ER,55.81121666,-4.20388888,Glasgow City
1st St Andrews Boys Brigade Company,SC001418,KY16 8XJ,56.32839286,-2.82321603,Fife
John Kerr Trust,SC001423,PA16 8BG,55.95624535,-4.7752336,Inverclyde
Presbytery Of Argyll,SC001424,PA30 8HE,56.01530997,-5.45094898,Argyll & Bute
Broxburn Baptist Church,SC001425,EH52 6BP,55.93076488,-3.50960291,West Lothian
St Mary The Virgin Episcopal Church: Orkney,SC001441,KW16 3BA,58.96251877,-3.3000119,Orkney Islands
Auldhouse Community Church,SC001443,G43 2NY,55.81924729,-4.28291559,Glasgow City
Fordyce Community Association,SC001445,AB45 2SW,57.6623915,-2.74715558,Aberdeenshire
Langbank Playgroup,SC001446,PA14 6XD,55.92394809,-4.59734135,Renfrewshire
Peterculter Parish Church of Scotland,SC001452,AB13 0EG,57.10931205,-2.24010006,Aberdeen
Coldstream and District Parishes (Church of Scotland),SC001456,TD11 3JH,55.71963462,-2.26554346,Scottish Borders
Killearnan Public Hall,SC001459,IV6 7SB,57.54237855,-4.320667,Highland
Kyleakin Connections Limited,SC001460,IV41 8PH,57.27223972,-5.73335522,Highland
Dull and Weem Parish Church of Scotland,SC001465,PH15 2JF,56.62224398,-3.92821542,Perth & Kinross
Inchture Playgroup,SC001467,PH14 9RQ,56.44360631,-3.16938959,Perth & Kinross
East End Team Ministry,SC001473,G32 9AL,55.85086853,-4.15830063,Glasgow City
Fyvie Church Of Scotland,SC001475,AB53 8SA,57.46433401,-2.36614485,Aberdeenshire
Ferryden Playgroup,SC001482,DD10 9RF,56.6992722,-2.47530496,Angus
Glasgow City Mission,SC001499,G2 8PW,55.8579401,-4.26533862,Glasgow City
Forfar St Margaret's Church of Scotland,SC001506,DD8 1ER,56.63652562,-2.9026612,Angus
Wanlockhead Museum Trust,SC001508,ML12 6UT,55.39828045,-3.77834377,Dumfries & Galloway
Rosneath St Modans Church of Scotland,SC001510,G84 0QA,56.01676994,-4.81232888,Argyll & Bute
Voluntary Groups Sutherland,SC001528,KW10 6TG,57.97312792,-3.97659126,Highland
Perth Civic Trust,SC001531,PH1 1NN,56.39686471,-3.46408682,Perth & Kinross
Stornoway Congregation Of Jehovahs Witnesses,SC001534,HS1 2UG,58.21880425,-6.3812027,Western Isles
Miners Welfare Society Arniston,SC001535,EH23 4AQ,55.84828341,-3.05630057,Midlothian
Kirkcaldy Amateur Dramatic Society,SC001549,KY8 1JW,56.17264638,-3.03446093,Fife
Falkirk Local History Society,SC001552,FK1 3EZ,55.93663504,-3.83564672,Falkirk
Scottish Women’s Institutes Ayrshire Federation,SC001553,KA7 1BJ,55.46400373,-4.63364041,South Ayrshire
Edinburgh Currie Kirk (Church of Scotland),SC001554,EH14 5NY,55.89713505,-3.3056678,City of Edinburgh
Grocers Company Of Paisley,SC001556,G44 3TD,55.80210449,-4.27243356,East Dunbartonshire
Barrmill and District Community Association,SC001557,KA15 1HP,55.72974399,-4.60125982,North Ayrshire
10th Craigalmond Scout Group,SC001570,EH12 8RS,55.9443156,-3.29061886,City of Edinburgh
Cathcart United Free Church,SC001573,G43 2HW,55.82089528,-4.27498207,Glasgow City
Borders Animal Welfare Association,SC001583,TD4 6DJ,55.63436671,-2.68322363,Scottish Borders
Munlochy Hall Trust,SC001584,IV8 8PP,57.55140228,-4.27114747,Highland
Dumfries YMCA,SC001590,DG2 0NF,55.08337872,-3.63571194,Dumfries & Galloway
William Mackenzie Trust,SC001598,HS1 2JF,58.20961401,-6.38405579,Western Isles
Crail Parish Church Of Scotland,SC001601,KY10 3TW,56.26200368,-2.62379195,Fife
"Grangemouth, Kirk Of The Holy Rood, Church of Scotland",SC001603,FK1 5UD,55.98591899,-3.80077487,Falkirk
Aberfoyle Toddlers,SC001608,FK8 3UX,56.17633096,-4.37549897,Stirling
Castle Douglas Day Centre For Older People,SC001618,DG7 3QE,55.08840054,-4.1123195,Dumfries & Galloway
St Nicholas United Free Church Of Scotland: Broxburn,SC001621,EH52 5QT,55.93183494,-3.46791354,West Lothian
Muchalls Village Association,SC001627,AB39 3XP,57.02265936,-2.1627361,Aberdeenshire
Seafield Community Education Centre,SC001629,EH47 7AL,55.87625838,-3.59559354,West Lothian
City of Dundee Guide Association,SC001633,DD5 4PL,56.48533231,-2.83409802,City of Edinburgh
Stranraer Music For All,SC001636,DG9 0AP,54.90651062,-5.03968929,Dumfries & Galloway
Aberdeen Lads Club,SC001641,AB24 2XL,57.17251955,-2.11905785,Aberdeen
Calton Welfare Services,SC001656,EH6 8SH,55.96322608,-3.17707658,City of Edinburgh
Sandness Public Hall Association,SC001663,ZE2 9PL,60.29940832,-1.64800451,Shetland Islands
Moray Busy Bees Playgroup,SC001664,FK3 9DL,56.01373731,-3.7127158,Falkirk
Glasgow West Housing Association Limited,SC001667,G3 7SL,55.86595473,-4.28247544,Glasgow City
"Christ Church, Kincardine O'neil",SC001675,AB31 4BA,57.06174207,-2.62585449,Aberdeenshire
Finzean Community Association,SC001676,AB31 6NU,57.02260718,-2.63542523,Aberdeenshire
St Marys Episcopal Church: Dalkeith,SC001677,EH22 3BB,55.89184424,-3.07195481,Midlothian
"Mannofield Church of Scotland, Aberdeen",SC001680,AB10 6UZ,57.13199598,-2.13775971,Aberdeen
Auchterarder Parish Church Of Scotland,SC001688,PH3 1LP,56.28948842,-3.73412722,Perth & Kinross
Cawdor Parish Church (Church of Scotland),SC001695,IV12 5QY,57.53796852,-3.90102673,Highland
Archiestown Village Council,SC001696,AB38 7QL,57.48080827,-3.28702211,Moray
Hamilton District Arts Guild,SC001699,ML3 9UP,55.76970161,-4.08029924,South Lanarkshire
Broomhill Community Church Of The Nazarene,SC001701,G11 7BL,55.87586096,-4.3250868,Glasgow City
Glasserton and the Isle Of Whithorn Church of Scotland,SC001705,DG8 8JU,54.69965817,-4.43753509,Dumfries & Galloway
Arbroath Old Church : Smith Bequest,SC001709,DD11 2LX,56.55500988,-2.62165962,Angus
Scoraig Community Centre Group,SC001711,IV23 2RE,57.91003932,-5.35470679,Highland
Craigmailen United Free Church,SC001714,EH51 9HT,56.00656805,-3.60851599,Glasgow City
The Douglas Valley Church (Church of Scotland),SC001718,ML11 0RN,55.55519103,-3.80370643,South Lanarkshire
Newmachar Pre School Playgroup,SC001720,AB21 0FP,57.2640319,-2.19523388,Aberdeenshire
Craigrownie Parish Church Of Scotland,SC001725,G84 0JA,55.98663471,-4.83685388,Argyll & Bute
Musselburgh: St Clement's and St Ninian's Parish Church (Church of Scotland),SC001726,EH21 7NT,55.94511345,-3.03365311,East Lothian
Strathmiglo Community Association,SC001731,KY14 7QL,56.27496967,-3.27140647,Fife
Renfrewshire Citizens Advice Bureau,SC001738,PA1 3QS,55.84718,-4.41516867,Renfrewshire
St Marys Episcopal Church: Broughty Ferry,SC001750,DD5 3SX,56.48275194,-2.85157745,Dundee City
Castletown and Community Free Church of Scotland,SC001754,KW1 4UD,58.54314469,-3.20380204,Highland
St Thomas Church: Aboyne,SC001755,AB34 5JF,57.07363144,-2.80026544,Aberdeenshire
St Andrew's Parish Church Of Scotland: Ayr,SC001757,KA7 4QD,55.43248759,-4.63244142,South Ayrshire
Grahamston Evangelical Church,SC001761,FK2 8DX,56.02517181,-3.78714918,Falkirk
Printfield Community Project/Forum,SC001762,AB24 4AU,57.16801382,-2.124467,Aberdeen
Oakbank Community Association,SC001763,PH1 1DG,56.38799906,-3.45851455,Perth & Kinross
St Marys Episcopal Church Inverurie,SC001766,AB52 6HW,57.3442037,-2.62314388,Aberdeenshire
Strachur & Strathlachlan Church (Church of Scotland),SC001767,PA27 8BY,56.16220108,-5.0894156,Argyll & Bute
Manish-Scarista Church Of Scotland,SC001770,HS3 3HX,57.83172173,-7.03410222,Western Isles
Shetland Musical Heritage Trust,SC001774,ZE2 9HG,60.05252443,-1.21053272,Shetland Islands
Sound Community Association,SC001775,ZE1 0RH,60.14579494,-1.16268479,Shetland Islands
Isle Of May Bird Observatory & Field Station Trust,SC001783,EH3 5LA,55.96357078,-3.20002719,Fife
West Lothian Women's Aid,SC001784,EH54 6HZ,55.88294269,-3.503637,West Lothian
Aberdeen & District Cerebral Palsy Association,SC001785,AB21 9BF,57.18916987,-2.17596033,Aberdeen
Grangemouth Carers,SC001790,FK3 8LL,56.01303806,-3.72612765,Falkirk
Castlehill Parish Church of Scotland: Ayr,SC001792,KA7 3LW,55.44930392,-4.612828,South Ayrshire
Kirkcaldy Congregation Of Jehovahs Witnesses,SC001800,KY1 1QE,56.10574113,-3.16013536,Fife
Armadale Community Education Association,SC001801,EH48 3QB,55.89959332,-3.69915601,West Lothian
"Tomintoul, Glenlivet and Inveravon Church Of Scotland",SC001802,AB37 9DN,57.33259944,-3.3154548,Moray
Glenrothes North Congregation Of Jehovahs Witnesses,SC001804,KY8 4FE,56.19757004,-3.02915251,Fife
North Coast Parish Church of Scotland,SC001815,KW13 6YT,58.45068828,-3.89231907,Highland
Clackmannanshire Citizens Advice Bureau Limited,SC001839,FK10 1HS,56.11439733,-3.79387379,Clackmannanshire
Malcolm Ferguson Charitable Bequest,SC001841,FK21 8UT,56.46546384,-4.31862595,Stirling
Denny Community Support Group,SC001855,FK6 6PD,56.02393063,-3.91936311,Falkirk
Kilwinning: Abbey Church of Scotland,SC001856,KA13 6RU,55.65462801,-4.71930974,North Ayrshire
Livingston Dedridge Congregation Of Jehovahs Witnesses,SC001858,EH54 6PL,55.8732968,-3.52150098,West Lothian
Royal British Legion Scotland Dunbar Branch,SC001859,EH42 1ES,56.00310416,-2.51625109,City of Edinburgh
Port Of Menteith Church Of Scotland,SC001864,FK8 3RD,56.18002059,-4.31319041,Stirling
Stobo and Drumelzier Church of Scotland,SC001866,EH45 8NU,55.62586971,-3.29715608,Scottish Borders
3rd Cumbernauld Scouts Group 223rd Glasgow,SC001868,G67 2SR,55.96431811,-3.9753715,North Lanarkshire
Comrie Parish Church of Scotland,SC001878,PH6 2HE,56.36828453,-3.98337127,Perth & Kinross
"Boghall Parish Church of Scotland, Bathgate",SC001881,EH48 1NH,55.89671282,-3.60580523,West Lothian
St Johns Episcopal Church: Longside,SC001884,AB43 6TH,57.5842629,-2.10429755,Aberdeen
George Hogg Trust,SC001890,FK21 8UT,56.46546384,-4.31862595,Stirling
Brechin Victoria Nursing Assoc,SC001893,DD9 6AY,56.7341527,-2.65952788,Angus
Stornoway United Football Club,SC001898,HS1 2NX,58.21533316,-6.37359969,Western Isles
Portobello Community Centre Association,SC001903,EH15 1AP,55.95390902,-3.11715176,City of Edinburgh
Dr William Henderson Mortification,SC001906,PH1 5TR,56.39576458,-3.42587418,Perth & Kinross
"Creich, Flisk and Kilmany Church of Scotland",SC001907,KY15 5AL,56.31726909,-3.015751,Fife
Old Paisley Society,SC001908,PA2 9EA,55.8347584,-4.44565286,Renfrewshire
Kilbirnie Congregation Of Jehovahs Witnesses,SC001911,KA10 7BT,55.54955492,-4.63926698,North Ayrshire
Cambusbarron Parish Church Of Scotland Bruce Memorial,SC001913,FK7 9LZ,56.11189119,-3.96782562,Stirling
Look Who's Learning Ltd,SC001919,G44 5UW,55.81834499,-4.25486315,Glasgow City
Ayr Fort Players,SC001927,KA7 4HE,55.43469389,-4.65470588,South Ayrshire
Lodge Bonhill & Alexandria St Andrews No321 - St Andrews Royal Arch - Benevolent Fund,SC001930,G83 0DA,55.9871303,-4.58345979,West Dunbartonshire
Moray District Scout Council,SC001936,IV32 7JQ,57.62496561,-3.12194595,Moray
"Kingcase Parish Church Of Scotland, Prestwick",SC001940,KA9 2AA,55.4848101,-4.61407082,South Ayrshire
Kirkinner Church of Scotland,SC001946,DG8 9EE,54.86449447,-4.4468514,Dumfries & Galloway
Strathaven Avendale Old And Drumclog Memorial Parish Church of Scotland,SC001956,ML10 6LB,55.67566159,-4.0652519,South Lanarkshire
Caputh and Clunie Church of Scotland,SC001957,PH1 4LF,56.56111565,-3.43610864,Perth & Kinross
Guild Of Players,SC001963,DG1 2JH,55.06825104,-3.60753132,Dumfries & Galloway
"Woodside Parish Church of Scotland, Aberdeen",SC001966,AB24 4DQ,57.17004208,-2.126359,Aberdeen
Spiritual Assembly Of The Baha'is Of Glasgow,SC001967,G44 5DQ,55.81058331,-4.24681717,Glasgow City
Cowal Kirk (Church of Scotland),SC001976,PA23 8HA,55.95777936,-4.91389736,Argyll & Bute
Age Concern Newburgh & District,SC001980,KY14 6AU,56.35236203,-3.23187441,Fife
Mulbuie Village Hall Committee,SC001988,IV7 8AW,57.54485176,-4.43220971,Highland
Ayr: Newton Wallacetown Church of Scotland,SC001994,KA9 1BY,55.4963484,-4.59733892,South Ayrshire
Lanark Congregation Of Jehovahs Witnesses,SC001995,ML11 9JL,55.67311329,-3.80025661,South Lanarkshire
Treetops Playgroup,SC002003,ML1 2LT,55.77225135,-3.96527542,North Lanarkshire
Simpsons Special Care Babies,SC002013,EH3 8HA,55.94811355,-3.21127068,City of Edinburgh
Tingwall & Girlsta Development Association,SC002015,ZE2 9SF,60.20015296,-1.20462747,Shetland Islands
Queens Cross Church Of Scotland Aberdeen,SC002019,AB10 1YN,57.1426907,-2.12449746,Aberdeen
Inverclyde District Talking Newspaper Association,SC002020,PA14 5NA,55.93393426,-4.68530995,Inverclyde
East Mains Baptist Church,SC002022,G75 9GT,55.73812292,-4.21381626,South Lanarkshire
Helensburgh Dorian Choir,SC002028,G82 5NS,55.96297857,-4.65575383,Argyll & Bute
Pink Panther Playgroup,SC002032,IV2 4YL,57.45165339,-4.24210418,Highland
G15 Youth Project,SC002034,G15 7HA,55.91662228,-4.36832154,Glasgow City
Hope Hall Mission Church,SC002039,PA2 6DR,55.83391438,-4.42427943,Renfrewshire
The Gaelic Society of Glasgow,SC002042,G14 9HA,55.87870404,-4.34623351,Glasgow City
Wick High School Parent Council,SC002051,KW1 5SA,58.43553778,-3.10537673,Highland
Lodge Cochno No 1304 Benevolent Fund,SC002055,G81 6AD,55.92150987,-4.40825107,West Dunbartonshire
Newtonhill Community Hall Assoc,SC002063,AB39 3UL,57.03094162,-2.14850528,Aberdeenshire
League Of Friends Of Queen Margaret Hospital Dunfermline,SC002069,KY11 4RZ,56.06340574,-3.42646029,Fife
Mindspace Limited,SC002072,PH2 8EH,56.39532014,-3.44022797,Perth & Kinross
Beith Community Association,SC002082,KA15 2BQ,55.75269293,-4.63324537,North Ayrshire
St Catharines Episcopal Church: Bo'ness,SC002083,FK3 8DG,56.0202539,-3.72291985,Falkirk
Whitehills Parish Church Of Scotland,SC002085,AB45 1LA,57.66958583,-2.53242705,Aberdeenshire
Isle Of Arran Museum Trust,SC002089,KA27 8AT,55.57455936,-5.14565757,North Ayrshire
Hutton Village Hall Trust,SC002095,TD15 1TS,55.77800107,-2.1487654,Scottish Borders
"Maryhill Parish Church of Scotland, Glasgow",SC002102,G20 0EF,55.89742742,-4.29993598,Glasgow City
Cargill House Club,SC002114,ML11 7AB,55.67400458,-3.77485328,South Lanarkshire
Denholm Pre School Playgroup,SC002120,TD9 8LZ,55.45791122,-2.68586151,Scottish Borders
"Glassary, Kilmartin & Ford Parish Church Of Scotland",SC002121,PA31 8RQ,56.13897087,-5.48381903,Argyll & Bute
Easthouses Miners Charitable Society,SC002122,EH22 4ED,55.88002407,-3.04952176,Midlothian
Giffnock United Reformed Church,SC002124,G44 3YB,55.81186466,-4.2587976,East Renfrewshire
Baldernock Childcare,SC002127,G64 4AS,55.94427988,-4.26302812,East Dunbartonshire
Craigie Symington Parish Church (Church of Scotland),SC002144,KA1 5RU,55.55315465,-4.56288778,South Ayrshire
Kilmaronock Gartocharn Church of Scotland,SC002145,G83 8RY,56.04186472,-4.52371023,West Dunbartonshire
"St Clement's Scottish Episcopal Church, Mastrick, in the Diocese of Aberdeen & Orkney",SC002152,AB22 8TY,57.18677754,-2.11692001,Aberdeen
Ferryfield Playgroup,SC002153,KY15 4HA,56.31986107,-3.01082387,Fife
Moray Council On Addiction,SC002163,IV30 1JZ,57.64787408,-3.31476365,Moray
Perth Model Lodging House Association,SC002164,PH1 5PE,56.39720755,-3.43475819,Perth & Kinross
St Marys Episcopal Church: Ladybank,SC002166,KY15 4UE,56.32273252,-2.99686474,Fife
Mearns Parish Kirk Playgroup,SC002168,G77 5BU,55.7684177,-4.32770768,East Renfrewshire
Lodge St Andrew No 465 Benevolent Fund,SC002174,G78 3EX,55.78739126,-4.42390785,Glasgow City
St James Episcopal Church: Muthill,SC002176,PH3 1AD,56.29541546,-3.7091866,Perth & Kinross
Shetland Recreational Trust,SC002179,ZE1 0PJ,60.15336183,-1.15943037,Shetland Islands
Elizabeth Armstrong Charitable Trust,SC002180,DG13 0JH,55.15167663,-2.99950548,Dumfries & Galloway
"Biggar Babies, Toddlers & Playgroup",SC002182,ML12 6EZ,55.61984885,-3.53096023,South Lanarkshire
Cunningsburgh United Free Church Of Scotland,SC002187,ZE2 9HB,60.04799547,-1.22821839,Shetland Islands
